transaction_id,date,product_id,machine_id,planned_units,units_produced,units_defective,planned_duration,actual_duration
9759,2025-04-02,P046,M012,774,660,11,143,168
9760,2025-04-06,P052,M064,356,342,15,466,473
9761,2025-09-11,P075,M015,286,279,15,296,268
9762,2025-08-30,P067,M010,961,902,9,537,573
9763,2025-06-27,P042,M009,291,271,18,349,321
9764,2025-07-11,P043,M004,288,270,3,479,592
9765,2025-02-25,P093,M037,175,162,10,300,346
9766,2025-09-06,P067,M019,400,377,28,155,206
9767,2025-01-11,P058,M053,774,720,34,288,277
9768,2025-09-24,P097,M065,868,743,20,94,121
9769,2025-03-26,P045,M038,712,616,44,136,125
9770,2025-05-19,P082,M050,203,192,12,100,101
9771,2025-02-13,P038,M023,230,220,5,434,530
9772,2025-03-30,P090,M054,219,199,3,495,496
9773,2025-04-24,P089,M015,139,122,4,475,650
9774,2025-10-14,P078,M028,549,510,17,484,449
9775,2025-02-24,P030,M035,690,685,29,231,272
9776,2025-01-08,P047,M014,584,579,18,202,269
9777,2025-03-13,P032,M071,690,643,32,134,136
9778,2025-07-01,P083,M040,832,736,19,466,569
9779,2025-03-01,P013,M007,461,441,32,78,71
9780,2025-07-02,P028,M046,868,766,24,383,355
9781,2025-07-20,P018,M042,526,460,20,248,307
9782,2025-05-09,P036,M016,781,769,51,397,389
9783,2025-01-15,P031,M065,367,334,2,216,208
9784,2025-06-15,P085,M066,123,118,6,109,140
9785,2025-03-27,P042,M008,247,245,13,140,184
9786,2025-12-29,P002,M069,462,405,27,509,560
9787,2025-08-15,P037,M023,232,208,10,310,430
9788,2025-01-31,P084,M065,681,611,25,320,437
9789,2025-01-05,P068,M029,718,700,32,238,276
9790,2025-08-18,P054,M043,173,162,8,496,540
9791,2025-06-09,P002,M037,379,365,27,313,409
9792,2025-09-25,P050,M047,680,622,44,117,112
9793,2025-05-19,P017,M056,175,171,4,123,121
9794,2025-12-27,P036,M009,457,429,27,402,399
9795,2025-05-30,P013,M062,681,652,17,228,309
9796,2025-08-03,P033,M035,893,864,40,484,549
9797,2025-07-14,P067,M009,103,100,6,468,544
9798,2025-06-04,P014,M004,749,694,45,336,308
9799,2025-08-21,P080,M039,183,167,10,341,388
9800,2025-12-29,P090,M068,485,419,26,397,523
9801,2025-06-18,P032,M038,519,476,9,400,432
9802,2025-08-20,P039,M050,684,661,30,223,289
9803,2025-12-05,P082,M053,143,125,4,524,710
9804,2025-09-04,P093,M061,526,481,4,302,416
9805,2025-06-12,P084,M007,459,391,14,351,371
9806,2025-02-26,P011,M030,169,157,3,255,312
9807,2025-10-30,P092,M059,577,504,39,132,140
9808,2025-10-07,P037,M046,313,286,19,226,214
9809,2025-12-06,P040,M041,986,916,65,87,102
9810,2025-07-23,P066,M020,950,833,52,432,521
9811,2025-02-13,P017,M016,145,138,10,132,132
9812,2025-08-04,P076,M068,177,161,7,307,383
9813,2025-03-12,P048,M012,735,674,42,180,217
9814,2025-10-12,P047,M001,875,870,69,568,730
9815,2025-10-23,P058,M057,889,794,57,179,219
9816,2025-08-04,P097,M040,535,504,24,413,469
9817,2025-01-24,P067,M028,890,766,44,418,444
9818,2025-01-20,P076,M030,606,558,38,339,371
9819,2025-11-25,P035,M021,335,326,23,492,460
9820,2025-09-23,P026,M019,988,910,45,212,193
9821,2025-02-26,P035,M028,493,481,10,180,177
9822,2025-04-25,P036,M009,591,523,36,505,515
9823,2025-08-04,P071,M012,773,663,49,351,347
9824,2025-07-25,P082,M007,313,270,15,567,511
9825,2025-12-10,P006,M047,461,435,22,556,757
9826,2025-08-06,P061,M025,876,856,20,256,244
9827,2025-05-11,P082,M006,235,229,2,229,319
9828,2025-09-07,P056,M011,229,212,16,117,146
9829,2025-12-01,P046,M009,963,841,41,409,370
9830,2025-08-09,P063,M002,767,744,33,500,629
9831,2025-06-27,P014,M034,549,487,13,321,390
9832,2025-01-18,P020,M007,980,963,30,96,90
9833,2025-04-05,P036,M031,186,184,5,72,81
9834,2025-09-01,P041,M029,734,682,39,247,257
9835,2025-02-20,P049,M002,785,762,11,218,281
9836,2025-05-08,P061,M066,376,339,5,311,420
9837,2025-01-03,P077,M029,761,715,3,281,281
9838,2025-04-21,P039,M032,182,172,9,536,719
9839,2025-08-16,P086,M038,399,395,11,303,373
9840,2025-04-18,P070,M014,622,596,21,85,89
9841,2025-11-25,P094,M045,177,165,9,65,81
9842,2025-12-21,P012,M046,158,134,1,384,467
9843,2025-02-10,P051,M073,867,766,51,228,239
9844,2025-10-02,P069,M029,383,336,24,81,103
9845,2025-10-26,P007,M045,540,488,3,128,117
9846,2025-09-05,P090,M030,242,233,10,364,370
9847,2025-09-14,P074,M022,119,111,5,452,623
9848,2025-09-23,P041,M011,847,725,18,435,493
9849,2025-08-14,P082,M001,230,204,6,460,532
9850,2025-05-01,P024,M025,636,573,17,531,599
9851,2025-09-18,P032,M038,936,888,56,512,612
9852,2025-02-22,P030,M061,995,873,65,199,260
9853,2025-07-27,P074,M006,125,112,4,549,671
9854,2025-10-11,P024,M054,128,117,1,286,379
9855,2025-05-05,P095,M036,656,578,28,560,509
9856,2025-03-03,P026,M051,792,721,32,126,149
9857,2025-12-07,P028,M004,467,422,16,62,82
9858,2025-10-28,P094,M005,459,453,3,283,388
9859,2025-08-29,P093,M044,132,119,6,484,648
9860,2025-07-05,P071,M050,642,624,3,178,231
9861,2025-04-14,P088,M052,252,242,9,171,203
9862,2025-11-16,P094,M023,508,497,31,524,704
9863,2025-11-03,P044,M059,207,199,13,75,96
9864,2025-07-08,P089,M002,961,874,42,398,399
9865,2025-11-20,P051,M014,520,485,21,294,405
9866,2025-05-06,P043,M073,721,661,26,120,125
9867,2025-11-18,P033,M009,769,759,48,328,374
9868,2025-01-07,P008,M043,633,560,36,334,382
9869,2025-05-12,P087,M013,171,152,3,298,330
9870,2025-03-22,P071,M047,547,485,27,208,217
9871,2025-03-10,P015,M027,170,150,0,218,281
9872,2025-04-13,P042,M066,707,620,27,597,735
9873,2025-05-19,P013,M009,207,203,12,506,520
9874,2025-08-29,P057,M024,954,916,35,310,402
9875,2025-11-11,P069,M037,397,359,7,546,740
9876,2025-11-05,P041,M003,533,476,32,335,404
9877,2025-07-12,P062,M016,864,791,61,573,541
9878,2025-07-30,P029,M052,642,552,38,112,150
9879,2025-06-06,P062,M045,117,107,5,474,602
9880,2025-12-15,P069,M017,824,701,24,527,575
9881,2025-07-24,P013,M052,127,124,1,171,198
9882,2025-06-30,P035,M007,643,565,22,157,184
9883,2025-06-22,P035,M062,546,482,16,281,331
9884,2025-08-20,P017,M032,224,191,14,495,631
9885,2025-08-16,P044,M035,734,691,28,427,411
9886,2025-08-22,P003,M070,638,578,25,425,458
9887,2025-06-19,P095,M023,121,114,1,583,640
9888,2025-12-10,P056,M072,941,896,28,89,106
9889,2025-10-13,P088,M018,493,422,24,335,365
9890,2025-06-29,P076,M011,354,334,22,380,426
9891,2025-07-23,P022,M034,183,159,5,215,250
9892,2025-09-08,P096,M029,115,109,3,244,224
9893,2025-06-04,P029,M026,601,525,38,493,636
9894,2025-04-24,P069,M041,397,345,25,153,175
9895,2025-10-22,P011,M068,290,277,17,88,104
9896,2025-08-15,P066,M056,552,545,25,198,276
9897,2025-02-05,P063,M021,102,101,4,501,529
9898,2025-03-28,P086,M066,214,189,13,259,311
9899,2025-04-30,P027,M015,476,459,31,240,330
9900,2025-09-15,P009,M022,551,495,24,167,152
9901,2025-11-06,P084,M063,112,111,2,350,437
9902,2025-11-17,P013,M038,788,733,24,536,526
9903,2025-12-18,P051,M054,633,560,22,471,649
9904,2025-05-08,P086,M043,782,677,18,525,663
9905,2025-02-27,P051,M044,495,460,10,200,226
9906,2025-11-26,P066,M036,465,440,21,461,643
9907,2025-05-15,P023,M001,706,669,19,427,460
9908,2025-07-11,P023,M002,748,677,21,291,283
9909,2025-11-27,P048,M060,895,789,12,523,556
9910,2025-02-22,P050,M001,111,109,1,328,429
9911,2025-09-12,P052,M041,474,420,4,362,493
9912,2025-11-02,P088,M066,739,663,51,116,109
9913,2025-12-11,P095,M053,146,134,6,134,169
9914,2025-02-05,P064,M060,409,356,24,581,667
9915,2025-07-20,P041,M015,460,415,3,355,467
9916,2025-02-10,P033,M054,449,424,33,488,600
9917,2025-04-19,P070,M054,909,786,43,316,410
9918,2025-11-05,P072,M056,682,643,36,479,621
9919,2025-09-10,P001,M071,886,844,7,501,641
9920,2025-07-10,P049,M012,330,320,8,548,763
9921,2025-03-18,P062,M033,357,331,16,468,437
9922,2025-08-06,P097,M019,951,914,55,449,478
9923,2025-09-27,P052,M040,987,939,27,440,474
9924,2025-02-26,P020,M018,394,363,10,292,265
9925,2025-01-02,P045,M036,963,937,28,239,273
9926,2025-01-25,P026,M071,792,739,41,468,568
9927,2025-12-10,P077,M036,959,876,53,263,303
9928,2025-04-26,P004,M045,711,661,24,235,258
9929,2025-12-10,P044,M054,437,393,5,558,569
9930,2025-06-01,P011,M039,327,320,24,315,372
9931,2025-03-22,P022,M054,460,424,14,450,570
9932,2025-05-12,P084,M069,711,681,42,300,351
9933,2025-12-14,P038,M073,587,579,22,76,88
9934,2025-08-30,P011,M022,794,789,46,559,771
9935,2025-06-08,P081,M010,246,233,9,416,416
9936,2025-09-21,P032,M034,848,751,40,548,551
9937,2025-01-01,P015,M006,439,428,6,349,451
9938,2025-08-15,P079,M052,393,383,30,455,615
9939,2025-08-04,P069,M034,348,325,20,263,364
9940,2025-07-18,P023,M039,808,717,57,143,136
9941,2025-04-14,P013,M022,915,861,52,412,511
9942,2025-07-17,P097,M051,724,711,48,327,453
9943,2025-06-23,P083,M072,761,713,16,248,335
9944,2025-10-18,P087,M067,285,257,14,116,110
9945,2025-03-19,P091,M025,683,653,51,162,197
9946,2025-08-20,P055,M025,573,560,30,127,126
9947,2025-01-02,P069,M018,587,525,16,392,473
9948,2025-05-27,P079,M044,713,616,24,293,338
9949,2025-03-11,P098,M022,954,820,33,460,616
9950,2025-12-15,P041,M069,466,404,18,323,370
9951,2025-12-12,P075,M043,674,624,25,540,661
9952,2025-07-06,P069,M068,862,849,38,462,617
9953,2025-07-13,P095,M042,355,302,3,474,468
9954,2025-03-22,P022,M024,756,687,14,174,168
9955,2025-09-20,P017,M047,487,448,23,563,670
9956,2025-08-03,P019,M062,239,214,12,119,136
9957,2025-04-17,P029,M025,929,926,21,345,343
9958,2025-11-03,P094,M069,606,571,6,403,540
9959,2025-07-28,P097,M017,378,351,6,596,785
9960,2025-02-09,P027,M058,309,278,10,400,480
9961,2025-10-12,P052,M067,935,800,37,464,559
9962,2025-11-15,P027,M034,110,102,4,326,421
9963,2025-12-30,P065,M014,476,463,31,174,177
9964,2025-11-09,P067,M052,465,455,13,284,282
9965,2025-04-21,P020,M059,305,291,9,116,109
9966,2025-01-05,P010,M061,536,532,38,548,521
9967,2025-12-09,P027,M001,347,345,3,60,82
9968,2025-07-10,P075,M036,662,594,26,88,122
9969,2025-07-31,P027,M071,374,343,4,554,613
9970,2025-04-15,P023,M036,551,530,32,233,245
9971,2025-04-20,P092,M012,561,490,31,554,531
9972,2025-05-29,P047,M001,786,676,35,167,172
9973,2025-08-10,P009,M030,644,607,31,106,118
9974,2025-11-22,P024,M031,838,827,60,523,514
9975,2025-09-07,P035,M028,640,572,29,435,409
9976,2025-06-11,P003,M018,459,445,2,408,433
9977,2025-11-23,P051,M033,621,597,15,153,213
9978,2025-06-11,P078,M052,343,335,4,229,246
9979,2025-06-03,P034,M042,838,837,40,554,686
9980,2025-01-06,P088,M019,240,223,6,426,404
9981,2025-03-09,P003,M043,400,363,3,329,443
9982,2025-05-29,P052,M043,987,970,19,572,794
9983,2025-11-25,P028,M012,470,440,34,273,286
9984,2025-07-04,P001,M049,627,572,4,598,829
9985,2025-05-23,P084,M055,832,790,53,471,467
9986,2025-10-08,P021,M062,142,129,9,91,109
9987,2025-05-27,P022,M005,152,145,6,154,186
9988,2025-03-14,P034,M059,871,846,54,223,272
9989,2025-12-16,P007,M046,665,581,43,102,122
9990,2025-01-04,P064,M010,548,467,9,285,334
9991,2025-03-14,P059,M019,831,714,40,532,539
9992,2025-07-28,P059,M039,580,565,19,477,440
9993,2025-03-20,P049,M019,803,760,6,99,115
9994,2025-03-28,P002,M018,142,131,1,285,325
9995,2025-02-10,P093,M005,387,363,10,485,461
9996,2025-05-17,P033,M049,457,418,28,543,634
9997,2025-03-15,P006,M053,978,862,59,455,603
9998,2025-06-10,P057,M036,926,814,21,251,256
9999,2025-08-20,P058,M034,969,932,64,507,517
10000,2025-09-16,P099,M050,641,628,5,566,724
10001,2025-10-20,P011,M045,264,227,16,433,563
10002,2025-11-05,P027,M065,689,675,15,255,296
10003,2025-10-23,P015,M003,891,797,29,563,613
10004,2025-02-22,P085,M050,949,836,13,170,178
10005,2025-10-26,P055,M055,723,705,20,438,483
10006,2025-05-16,P022,M065,523,502,11,447,550
10007,2025-12-23,P001,M053,781,727,31,398,407
10008,2025-09-28,P072,M018,197,194,3,209,288
10009,2025-10-04,P086,M047,737,670,48,87,87
10010,2025-02-12,P049,M043,706,657,46,97,108
10011,2025-08-07,P009,M036,119,108,6,219,298
10012,2025-02-14,P006,M071,242,219,14,314,353
10013,2025-04-08,P057,M010,453,386,18,439,431
10014,2025-06-07,P043,M037,357,356,18,164,171
10015,2025-07-19,P093,M014,143,137,2,328,416
10016,2025-06-12,P007,M010,984,845,53,113,117
10017,2025-02-18,P085,M012,487,462,2,321,326
10018,2025-12-26,P060,M058,570,552,4,381,424
10019,2025-12-12,P024,M030,862,859,57,385,537
10020,2025-07-06,P063,M039,350,324,14,383,357
10021,2025-12-19,P037,M018,477,444,15,506,659
10022,2025-05-26,P011,M049,417,387,19,421,379
10023,2025-02-07,P009,M026,288,250,16,230,256
10024,2025-01-04,P078,M056,127,118,2,289,351
10025,2025-02-24,P084,M027,684,603,35,360,338
10026,2025-04-16,P025,M041,694,688,24,493,634
10027,2025-09-09,P034,M053,515,514,31,582,720
10028,2025-07-29,P060,M043,314,291,22,160,179
10029,2025-04-10,P011,M073,961,818,60,193,220
10030,2025-08-14,P063,M053,748,644,26,387,349
10031,2025-11-17,P075,M065,746,745,38,114,157
10032,2025-08-12,P081,M014,139,119,0,487,567
10033,2025-04-18,P073,M049,354,331,12,494,471
10034,2025-10-21,P054,M006,914,890,54,133,171
10035,2025-10-26,P016,M009,269,268,11,530,561
10036,2025-06-22,P002,M027,691,609,10,584,534
10037,2025-05-23,P013,M073,393,337,8,364,362
10038,2025-09-26,P055,M033,608,519,32,191,238
10039,2025-02-24,P010,M046,357,332,15,97,119
10040,2025-08-20,P063,M021,233,226,11,113,125
10041,2025-03-30,P010,M053,684,628,8,74,90
10042,2025-03-03,P081,M039,123,116,8,403,415
10043,2025-08-13,P083,M023,458,399,5,505,630
10044,2025-07-15,P053,M071,628,560,41,129,131
10045,2025-06-25,P070,M009,287,274,11,358,432
10046,2025-10-10,P064,M023,531,508,6,296,325
10047,2025-06-14,P027,M025,593,523,11,364,496
10048,2025-01-21,P080,M062,833,750,46,142,164
10049,2025-07-25,P003,M043,701,633,13,143,158
10050,2025-05-31,P064,M048,267,249,13,516,558
10051,2025-06-04,P076,M045,135,121,2,379,458
10052,2025-04-18,P057,M072,867,812,17,469,451
10053,2025-11-11,P083,M002,315,294,20,131,133
10054,2025-03-17,P037,M073,119,118,0,362,374
10055,2025-12-26,P039,M016,711,657,12,148,139
10056,2025-11-23,P054,M058,484,424,14,96,125
10057,2025-08-01,P053,M030,161,144,5,524,665
10058,2025-02-13,P063,M031,981,914,61,554,770
10059,2025-09-30,P042,M025,484,470,12,487,637
10060,2025-08-05,P005,M067,238,211,4,194,223
10061,2025-02-20,P003,M036,503,480,12,457,428
10062,2025-08-24,P089,M005,996,914,71,507,601
10063,2025-03-09,P053,M012,730,651,48,514,569
10064,2025-02-06,P042,M043,934,814,58,592,712
10065,2025-05-27,P052,M041,243,235,2,102,95
10066,2025-04-01,P088,M048,142,138,5,400,393
10067,2025-05-03,P084,M063,736,653,31,381,356
10068,2025-08-15,P005,M062,388,348,14,432,604
10069,2025-05-05,P049,M037,647,625,7,413,437
10070,2025-12-25,P011,M048,454,429,9,489,605
10071,2025-02-10,P035,M006,271,243,1,301,347
10072,2025-05-07,P025,M016,817,699,30,145,141
10073,2025-06-15,P034,M056,310,293,3,417,424
10074,2025-09-24,P051,M029,945,812,46,354,398
10075,2025-10-28,P015,M002,722,624,31,201,240
10076,2025-05-07,P083,M004,576,541,12,246,254
10077,2025-01-22,P012,M026,100,94,4,409,380
10078,2025-06-17,P031,M055,673,661,33,176,171
10079,2025-03-19,P076,M056,806,799,17,442,427
10080,2025-07-27,P013,M021,168,162,3,228,305
10081,2025-07-05,P017,M056,910,883,58,466,480
10082,2025-07-07,P062,M019,169,153,6,370,470
10083,2025-12-26,P048,M017,406,386,23,260,328
10084,2025-11-07,P046,M020,249,245,7,256,269
10085,2025-03-11,P073,M045,615,600,39,434,472
10086,2025-05-10,P097,M022,184,174,11,73,86
10087,2025-06-20,P077,M073,721,617,22,194,233
10088,2025-10-21,P075,M060,405,378,14,82,90
10089,2025-04-29,P077,M055,861,804,25,289,276
10090,2025-06-27,P092,M014,480,447,11,66,69
10091,2025-05-03,P084,M060,276,258,19,481,545
10092,2025-08-11,P013,M027,114,112,6,303,356
10093,2025-12-22,P095,M035,230,228,9,246,222
10094,2025-09-02,P099,M052,441,386,14,195,202
10095,2025-04-10,P064,M015,129,117,7,577,765
10096,2025-10-28,P056,M040,646,643,16,237,227
10097,2025-07-10,P030,M023,878,869,14,307,393
10098,2025-01-02,P091,M027,929,914,70,203,223
10099,2025-09-07,P094,M021,469,458,33,365,457
10100,2025-01-27,P020,M003,805,709,14,425,585
10101,2025-04-01,P052,M022,521,453,14,316,346
10102,2025-06-04,P078,M070,623,549,7,160,170
10103,2025-01-26,P016,M017,850,820,48,400,361
10104,2025-04-08,P056,M016,219,189,13,459,551
10105,2025-11-25,P078,M055,877,830,56,324,330
10106,2025-11-07,P056,M069,695,643,5,442,611
10107,2025-02-17,P004,M044,407,370,27,265,304
10108,2025-06-04,P074,M062,675,636,24,105,99
10109,2025-09-11,P060,M005,234,223,11,138,191
10110,2025-07-05,P039,M005,276,271,12,283,327
10111,2025-03-31,P068,M047,776,718,46,347,452
10112,2025-09-25,P050,M018,287,274,1,434,442
10113,2025-06-18,P100,M020,688,665,23,332,448
10114,2025-04-28,P017,M054,773,747,10,389,516
10115,2025-02-12,P054,M051,472,432,23,230,259
10116,2025-04-10,P007,M044,239,207,6,398,367
10117,2025-12-03,P019,M008,545,500,24,199,245
10118,2025-08-24,P095,M071,671,584,33,209,259
10119,2025-06-15,P082,M016,921,877,20,443,400
10120,2025-07-22,P071,M062,245,234,4,225,279
10121,2025-09-05,P060,M033,355,319,8,594,762
10122,2025-04-21,P063,M068,427,400,31,283,257
10123,2025-05-30,P094,M059,572,553,4,92,106
10124,2025-04-25,P026,M053,106,104,5,347,354
10125,2025-07-31,P089,M004,219,197,13,99,110
10126,2025-05-26,P031,M070,207,193,3,209,220
10127,2025-02-10,P044,M012,390,381,4,516,694
10128,2025-01-21,P071,M003,973,955,53,112,135
10129,2025-10-18,P011,M036,274,250,11,432,391
10130,2025-08-10,P093,M064,402,360,14,212,191
10131,2025-02-14,P059,M071,760,731,50,470,560
10132,2025-08-05,P007,M029,997,873,65,99,116
10133,2025-04-13,P016,M071,544,469,24,304,416
10134,2025-05-28,P050,M033,686,640,45,113,147
10135,2025-03-16,P042,M030,259,257,7,386,392
10136,2025-12-22,P071,M010,376,356,16,416,536
10137,2025-11-22,P051,M040,930,889,18,126,162
10138,2025-01-14,P087,M036,140,139,9,255,307
10139,2025-03-15,P074,M008,359,346,20,500,632
10140,2025-01-30,P098,M069,605,588,6,340,406
10141,2025-07-24,P064,M051,389,341,16,442,455
10142,2025-11-28,P074,M058,863,800,38,449,592
10143,2025-02-05,P010,M025,379,348,9,539,551
10144,2025-10-25,P024,M036,655,653,44,312,281
10145,2025-03-28,P034,M001,112,107,3,319,331
10146,2025-07-13,P027,M022,313,295,17,157,199
10147,2025-06-13,P033,M035,275,251,7,348,455
10148,2025-06-18,P064,M070,116,107,7,173,232
10149,2025-06-26,P087,M043,567,519,34,164,166
10150,2025-05-18,P002,M040,907,833,53,179,243
10151,2025-08-19,P087,M032,961,839,26,97,113
10152,2025-12-25,P068,M024,821,711,19,531,565
10153,2025-07-22,P052,M040,114,111,4,326,442
10154,2025-05-27,P098,M004,521,479,25,481,596
10155,2025-07-21,P037,M029,932,923,22,201,224
10156,2025-01-03,P036,M073,498,443,27,590,751
10157,2025-02-14,P015,M069,289,287,13,234,308
10158,2025-03-07,P070,M040,501,447,28,575,714
10159,2025-10-17,P090,M038,443,437,9,202,234
10160,2025-09-03,P096,M055,765,654,30,228,287
10161,2025-08-13,P036,M033,975,838,30,128,150
10162,2025-04-06,P049,M056,992,989,14,165,197
10163,2025-10-13,P079,M060,975,956,10,230,306
10164,2025-12-14,P003,M049,550,538,6,549,503
10165,2025-09-06,P007,M036,190,189,4,242,221
10166,2025-04-21,P036,M065,461,408,26,333,426
10167,2025-06-07,P076,M031,154,146,4,163,150
10168,2025-10-07,P029,M032,400,392,17,71,84
10169,2025-04-29,P087,M035,998,853,19,233,312
10170,2025-08-09,P070,M040,434,385,15,337,349
10171,2025-09-24,P039,M043,470,406,31,254,239
10172,2025-12-29,P032,M065,551,517,34,216,288
10173,2025-12-04,P027,M044,961,926,66,268,327
10174,2025-01-15,P091,M048,383,373,14,586,771
10175,2025-09-03,P100,M049,916,875,18,283,389
10176,2025-01-08,P046,M029,178,164,9,481,603
10177,2025-05-26,P072,M042,759,720,41,550,604
10178,2025-08-10,P051,M034,452,435,6,340,468
10179,2025-09-07,P005,M036,880,834,34,561,508
10180,2025-08-19,P096,M016,644,561,6,519,659
10181,2025-01-15,P080,M072,875,816,19,124,128
10182,2025-06-19,P069,M046,992,911,38,410,554
10183,2025-04-29,P095,M028,477,422,29,575,707
10184,2025-07-18,P099,M027,691,617,40,288,384
10185,2025-11-13,P004,M009,603,552,20,101,118
10186,2025-04-28,P072,M028,584,521,19,406,462
10187,2025-09-03,P038,M042,199,195,10,478,551
10188,2025-06-07,P050,M004,389,376,16,551,523
10189,2025-06-19,P062,M064,335,331,17,220,281
10190,2025-10-15,P041,M062,859,816,37,220,299
10191,2025-09-24,P035,M008,691,663,29,106,114
10192,2025-04-14,P067,M073,905,847,65,74,91
10193,2025-04-29,P059,M063,671,665,25,581,618
10194,2025-11-22,P087,M067,553,508,35,327,360
10195,2025-01-06,P003,M003,131,130,7,485,565
10196,2025-05-23,P089,M002,211,182,13,475,513
10197,2025-05-07,P085,M011,696,677,24,234,310
10198,2025-03-02,P004,M026,963,880,27,280,381
10199,2025-05-28,P066,M043,615,580,4,204,238
10200,2025-11-18,P028,M038,160,155,1,551,697
10201,2025-05-22,P066,M036,606,520,33,309,333
10202,2025-11-28,P034,M066,495,455,5,303,420
10203,2025-01-10,P016,M033,381,376,16,178,218
10204,2025-10-16,P085,M021,182,177,9,399,442
10205,2025-07-01,P053,M035,866,836,53,123,112
10206,2025-12-27,P005,M046,436,404,19,572,664
10207,2025-08-09,P058,M022,649,557,43,411,459
10208,2025-11-25,P088,M073,442,400,30,316,380
10209,2025-09-11,P098,M022,848,810,30,574,571
10210,2025-11-16,P026,M043,618,541,11,75,72
10211,2025-11-12,P014,M050,865,792,23,405,408
10212,2025-04-21,P076,M023,473,458,33,416,396
10213,2025-09-18,P025,M024,449,425,10,195,254
10214,2025-08-13,P025,M037,564,544,35,437,519
10215,2025-09-25,P050,M027,372,346,25,210,242
10216,2025-06-10,P049,M060,704,621,37,414,486
10217,2025-02-11,P023,M005,227,226,16,588,790
10218,2025-11-10,P013,M067,269,249,18,320,312
10219,2025-10-26,P015,M030,389,330,22,331,332
10220,2025-07-15,P061,M059,652,606,21,174,214
10221,2025-04-05,P039,M024,300,294,2,480,615
10222,2025-02-23,P016,M064,548,515,27,567,629
10223,2025-07-16,P012,M002,831,782,42,495,657
10224,2025-07-06,P057,M010,118,106,2,257,262
10225,2025-12-29,P096,M036,973,892,36,228,264
10226,2025-09-07,P044,M036,413,362,15,190,199
10227,2025-10-31,P023,M013,527,483,10,427,495
10228,2025-08-26,P062,M009,641,613,22,228,225
10229,2025-07-14,P077,M069,308,281,11,349,440
10230,2025-07-09,P089,M013,715,688,6,246,244
10231,2025-04-01,P052,M021,954,878,10,357,349
10232,2025-06-11,P079,M028,738,703,43,352,320
10233,2025-10-18,P014,M005,246,219,8,384,502
10234,2025-04-30,P074,M017,747,711,11,187,221
10235,2025-09-23,P015,M026,930,791,48,90,104
10236,2025-12-22,P033,M031,884,864,38,95,118
10237,2025-10-19,P012,M053,103,98,7,388,420
10238,2025-04-03,P007,M019,737,642,41,99,135
10239,2025-09-18,P089,M011,517,466,31,440,472
10240,2025-03-02,P051,M039,887,800,12,303,375
10241,2025-10-08,P009,M051,942,900,24,439,531
10242,2025-03-09,P045,M067,358,330,12,223,201
10243,2025-07-03,P029,M069,380,362,17,161,192
10244,2025-03-15,P064,M034,102,90,6,240,223
10245,2025-07-09,P044,M018,262,224,7,379,501
10246,2025-09-19,P063,M055,291,275,9,566,723
10247,2025-07-01,P064,M033,354,332,6,494,513
10248,2025-05-13,P050,M024,655,589,38,157,169
10249,2025-02-18,P076,M028,519,492,26,409,395
10250,2025-04-29,P066,M047,273,246,14,506,552
10251,2025-11-05,P019,M051,963,883,54,299,324
10252,2025-07-19,P028,M070,890,864,28,206,281
10253,2025-08-07,P007,M004,577,513,3,467,436
10254,2025-07-30,P067,M043,666,635,12,487,458
10255,2025-04-26,P036,M066,780,707,15,106,114
10256,2025-01-16,P020,M061,625,594,35,349,387
10257,2025-08-02,P006,M014,468,452,17,519,630
10258,2025-09-06,P100,M009,802,684,14,143,149
10259,2025-09-03,P026,M020,169,156,0,247,344
10260,2025-04-20,P096,M020,332,309,13,428,495
10261,2025-09-19,P021,M064,418,372,18,181,208
10262,2025-01-14,P068,M040,917,785,32,408,545
10263,2025-02-28,P073,M001,924,897,63,572,743
10264,2025-11-19,P026,M063,918,849,40,542,555
10265,2025-07-26,P054,M069,325,309,23,348,447
10266,2025-05-31,P062,M043,122,121,6,109,118
10267,2025-05-07,P012,M070,873,766,53,341,363
10268,2025-02-04,P073,M059,564,526,39,290,270
10269,2025-03-30,P098,M011,114,98,5,547,635
10270,2025-10-20,P088,M039,988,932,52,273,361
10271,2025-04-27,P060,M049,453,414,5,224,231
10272,2025-08-02,P052,M003,272,270,11,67,84
10273,2025-12-29,P006,M005,402,394,28,411,459
10274,2025-03-27,P050,M044,429,421,7,541,600
10275,2025-02-24,P009,M009,135,118,6,217,235
10276,2025-06-15,P045,M016,695,678,12,348,366
10277,2025-09-27,P054,M054,647,603,24,338,342
10278,2025-02-09,P014,M013,908,905,62,374,482
10279,2025-03-05,P033,M013,353,346,27,577,673
10280,2025-11-26,P049,M072,793,678,40,328,300
10281,2025-01-31,P077,M068,412,373,25,118,120
10282,2025-01-09,P027,M054,397,375,21,494,498
10283,2025-04-26,P014,M037,957,934,32,495,461
10284,2025-11-06,P060,M068,902,846,5,198,190
10285,2025-09-25,P022,M024,500,496,17,475,448
10286,2025-07-08,P055,M044,267,258,10,572,761
10287,2025-11-09,P012,M031,608,552,28,120,109
10288,2025-08-27,P080,M046,992,926,40,131,160
10289,2025-06-06,P014,M012,932,820,25,544,565
10290,2025-01-13,P024,M038,237,208,14,109,103
10291,2025-04-08,P073,M055,843,792,37,182,186
10292,2025-01-19,P027,M011,822,790,29,156,172
10293,2025-08-05,P023,M036,241,208,15,325,381
10294,2025-01-21,P048,M044,726,679,40,543,508
